fips,state,total,white,black,native,asian,pac,other,two,hispanic,non_hispanic_white,year
0400000US37,North Carolina,2255006,1404869,543456,29315,51865,2255,121770,99220,293151,1260548,2011
0400000US38,North Dakota,147707,124517,2068,12851,1182,0,886,5908,5022,121563,2011
0400000US39,Ohio,2735947,2125831,399448,5472,46511,0,32831,128590,131325,2049224,2011
0400000US40,Oklahoma,916098,586303,76952,84281,14658,916,34812,117261,126422,519428,2011
0400000US41,Oregon,860296,676193,18927,17206,31831,4301,52478,59360,173780,576398,2011
0400000US42,Pennsylvania,2790971,2129511,373990,2791,80938,0,86520,114430,248396,2003917,2011
0400000US44,Rhode Island,225336,164270,18703,1352,7661,0,22534,11041,44842,146243,2011
0400000US45,South Carolina,1070738,642443,349061,3212,12849,1071,24627,38547,77093,596401,2011
0400000US46,South Dakota,198897,154941,3182,27050,1790,0,2188,9547,8553,150963,2011
0400000US47,Tennessee,1486245,1076041,301708,2972,22294,1486,31211,50532,102551,1013619,2011
0400000US48,Texas,6753406,4693617,830669,33767,229616,6753,709108,249876,3221375,2329925,2011
0400000US49,Utah,847710,738355,11020,10173,11868,10173,31365,33908,136481,645107,2011
0400000US50,Vermont,129425,120365,1553,388,1812,0,647,4659,2847,118424,2011
0400000US51,Virginia,1837187,1170288,400507,5512,99208,1837,58790,101045,194742,1058220,2011
0400000US53,Washington,1563418,1119407,62537,26578,100059,10944,98495,143834,284542,966192,2011
0400000US54,West Virginia,385832,354194,12732,386,2315,0,1157,15047,7331,349178,2011
0400000US55,Wisconsin,1333682,1070947,117364,14671,40010,0,33342,57348,129367,990926,2011
0400000US56,Wyoming,132411,115198,927,4767,794,0,3575,7150,16551,105664,2011
0400000US60,American Samoa,,0,0,0,0,0,0,0,0,0,2011
0400000US66,Guam,,0,0,0,0,0,0,0,0,0,2011
0400000US69,Commonwealth of the Northern Mariana Islands,,0,0,0,0,0,0,0,0,0,2011
0400000US72,Puerto Rico,920378,651628,59825,1841,2761,0,99401,104923,911174,7363,2011
0400000US78,United States Virgin Islands,,0,0,0,0,0,0,0,0,0,2011
0400000US01,Alabama,1120347,709180,338345,5602,14565,0,19046,33610,69462,664366,2013
0400000US02,Alaska,187225,105595,6740,32203,9361,2996,2059,28084,15540,97357,2013
0400000US04,Arizona,1616154,1176560,77575,92121,38788,3232,132525,95353,698179,669088,2013
0400000US05,Arkansas,706189,507044,132057,4237,9180,2119,24010,26835,76975,459023,2013
0400000US06,California,9212181,5315428,543519,73697,994916,36849,1529222,718550,4735061,2496501,2013
0400000US08,Colorado,1224429,961177,53875,12244,33060,1224,80812,82037,375900,706496,2013
0400000US09,Connecticut,801110,567186,96133,2403,35249,0,53674,46464,162625,481467,2013
0400000US10,Delaware,204381,124264,53548,613,6949,204,6336,12467,27796,107504,2013
0400000US11,District of Columbia,104656,25641,66980,209,1779,0,5861,4291,13710,19361,2013
0400000US12,Florida,3991172,2706015,846128,11974,99779,3991,135700,187585,1125511,1796027,2013
0400000US13,Georgia,2481252,1342357,846107,4963,79400,0,106694,99250,322563,1156263,2013
0400000US15,Hawaii,303574,48572,5464,304,79840,39768,3339,126590,47661,40679,2013
0400000US16,Idaho,425635,380092,2979,5959,4682,426,13195,18302,73635,326036,2013
0400000US17,Illinois,3078784,2035076,501842,6158,135466,0,264775,135466,720435,1625598,2013
0400000US18,Indiana,1591514,1258888,175067,3183,25464,0,55703,73210,155968,1171354,2013
0400000US19,Iowa,721599,626348,31029,2886,13710,0,15154,32472,64222,585217,2013
0400000US20,Kansas,722413,582265,45512,6502,17338,722,22395,47679,124255,493408,2013
0400000US21,Kentucky,1016520,849811,91487,2033,14231,1017,15248,44727,51843,818299,2013
0400000US22,Louisiana,1112549,618577,418318,7788,16688,1113,14463,36714,57853,581863,2013
0400000US23,Maine,267959,244915,5359,1608,3751,0,1072,10986,6431,240895,2013
0400000US24,Maryland,1344728,693880,434347,4034,72615,0,59168,79339,157333,617230,2013
0400000US25,Massachusetts,1401102,1041019,121896,2802,79863,0,78462,75660,215770,934535,2013
0400000US26,Michigan,2295644,1682707,374190,13774,64278,0,36730,123965,172173,1570220,2013
0400000US27,Minnesota,1275987,992718,94423,17864,67627,1276,28072,74007,103355,928919,2013
0400000US28,Mississippi,745020,385920,324829,4470,5960,0,6705,17880,26821,368785,2013
0400000US29,Missouri,1406573,1095720,191294,4220,22505,2813,22505,67516,82988,1045084,2013
0400000US30,Montana,221497,184064,1329,21707,1107,0,1772,11518,11296,176976,2013
0400000US31,Nebraska,457420,379201,26530,5946,8691,457,15095,21499,70900,329800,2013
0400000US32,Nevada,660522,431321,60108,7266,38310,4624,67373,51521,262227,256943,2013
0400000US33,New Hampshire,279716,253702,5035,559,7552,0,3077,9790,13986,243912,2013
0400000US34,New Jersey,2041234,1304349,306185,6124,179629,0,153093,95938,471525,1034906,2013
0400000US35,New Mexico,511806,343934,11260,56810,5630,512,65511,28149,299918,133070,2013
0400000US36,New York,4265970,2559582,742279,17064,294352,0,439395,209033,976907,2154315,2013
0400000US37,North Carolina,2275036,1421898,539184,29575,56876,2275,111477,113752,318505,1244445,2013
0400000US38,North Dakota,153310,127707,2913,13185,1380,0,1226,6899,5979,124181,2013
0400000US39,Ohio,2688864,2078492,387196,2689,48400,0,32266,142510,139821,1989759,2013
0400000US40,Oklahoma,931637,595316,75463,85711,15838,1863,33539,124839,137882,517990,2013
0400000US41,Oregon,859685,675712,18913,12895,32668,5158,51581,61897,181394,564813,2013
0400000US42,Pennsylvania,2748909,2078175,371103,5498,85216,0,82467,126450,266644,1937981,2013
0400000US44,Rhode Island,218700,158558,19027,1312,7217,0,20339,12247,46364,138000,2013
0400000US45,South Carolina,1074885,646006,342888,3225,12899,1075,23647,45145,84916,594411,2013
0400000US46,South Dakota,202580,156189,4052,27551,2431,0,2228,10129,9521,151327,2013
0400000US47,Tennessee,1488182,1071491,299125,2976,23811,1488,32740,56551,113102,1001546,2013
0400000US48,Texas,6905808,4937653,842509,34529,248609,6906,559370,276232,3356223,2313446,2013
0400000US49,Utah,875370,752818,12255,10504,13131,9629,41142,36766,145311,660029,2013
0400000US50,Vermont,125942,116244,1763,378,1763,0,504,5416,2897,114355,2013
0400000US51,Virginia,1850274,1174924,392258,5551,105466,1850,53658,120268,212782,1043555,2013
0400000US53,Washington,1580048,1121834,64782,25281,104283,12640,96383,154845,306529,949609,2013
0400000US54,West Virginia,382890,349579,12252,383,2680,383,1532,16464,7275,344984,2013
0400000US55,Wisconsin,1321586,1057269,114978,14537,40969,0,30396,63436,138767,966079,2013
0400000US56,Wyoming,135653,117882,1085,4612,814,0,3663,7461,18720,106488,2013
0400000US72,Puerto Rico,866854,590328,59813,2601,3467,0,92753,117892,859052,6068,2013
0400000US01,Alabama,1102136,692141,326232,5511,14328,1102,24247,39677,74945,645852,2016
0400000US02,Alaska,186886,102414,5980,33079,10653,3364,2616,28780,17194,93817,2016
0400000US04,Arizona,1615863,1147263,77561,92104,42012,3232,145428,108263,704516,651193,2016
0400000US05,Arkansas,703357,502197,128714,4220,9847,2813,26024,30244,81589,451555,2016
0400000US06,California,9112964,5185277,510326,63791,1011539,36452,1530978,774602,4720515,2396710,2016
0400000US08,Colorado,1242876,985601,57172,12429,34801,1243,69601,80787,386534,707196,2016
0400000US09,Connecticut,771040,537415,94067,2313,34697,0,50118,51660,171171,444119,2016
0400000US10,Delaware,203510,122920,52099,611,7326,204,6309,14042,29916,103383,2016
0400000US11,District of Columbia,113971,29291,68155,228,2051,0,8320,5926,17552,22794,2016
0400000US12,Florida,4052012,2731056,850923,12156,101300,4052,133716,218809,1199396,1754521,2016
0400000US13,Georgia,2489372,1334303,846386,7468,87128,2489,102064,109532,343533,1122707,2016
0400000US15,Hawaii,306761,52763,5215,307,78531,40799,2454,126692,53376,42333,2016
0400000US16,Idaho,429842,379550,3439,6018,4728,430,15474,20203,76512,325390,2016
0400000US17,Illinois,2983633,1975165,471414,5967,137247,0,244658,149182,722039,1548506,2016
0400000US18,Indiana,1575907,1235511,173350,3152,29942,1576,55157,78795,165470,1139381,2016
0400000US19,Iowa,724429,623733,34048,2173,15937,724,13040,34773,69545,574472,2016
0400000US20,Kansas,719083,580300,45302,5753,17977,719,20134,48898,128716,483943,2016
0400000US21,Kentucky,1010375,838611,88913,2021,14145,1010,15156,50519,56581,803248,2016
0400000US22,Louisiana,1111080,619983,412211,5555,16666,0,14444,41110,66665,574428,2016
0400000US23,Maine,258574,234527,5689,1810,3361,0,1034,11894,6464,230389,2016
0400000US24,Maryland,1344527,680331,426215,2689,76638,0,68571,90083,180167,590247,2016
0400000US25,Massachusetts,1383483,1003025,124513,2767,85776,0,78859,87159,232425,885429,2016
0400000US26,Michigan,2220756,1618931,355321,13325,64402,0,37753,133245,177660,1503452,2016
0400000US27,Minnesota,1277145,970630,104726,17880,71520,0,31929,80460,108557,906773,2016
0400000US28,Mississippi,729102,379862,312785,3646,5833,0,7291,18957,29893,360176,2016
0400000US29,Missouri,1388399,1074621,187434,5554,23603,1388,24991,72197,87469,1019085,2016
0400000US30,Montana,223635,184723,895,23258,1565,224,1789,11405,12747,176672,2016
0400000US31,Nebraska,465487,386354,26998,5586,9775,465,13034,23740,77271,327703,2016
0400000US32,Nevada,663212,406549,63005,7959,38466,4642,82902,60352,268601,245388,2016
0400000US33,New Hampshire,266039,240765,4523,532,7449,0,1862,10642,14632,230124,2016
0400000US34,New Jersey,2004007,1258516,290581,6012,184369,0,160321,102204,503006,969939,2016
0400000US35,New Mexico,499795,340860,10496,56477,5498,500,57976,28988,297378,124449,2016
0400000US36,New York,4199944,2461167,709791,16800,310796,0,461994,235197,1003787,2057973,2016
0400000US37,North Carolina,2281076,1418829,531491,29654,61589,2281,114054,123178,346724,1218095,2016
0400000US38,North Dakota,167155,136231,4179,14041,1839,167,1839,8859,8692,131384,2016
0400000US39,Ohio,2633277,2009190,381825,5267,50032,0,31599,155363,147464,1917026,2016
0400000US40,Oklahoma,948824,606299,74008,87292,17079,1898,35106,126194,151812,516160,2016
0400000US41,Oregon,858425,678156,18885,11160,30903,4292,41204,73825,185420,556259,2016
0400000US42,Pennsylvania,2693588,2009417,363634,5387,88888,0,80808,142760,293601,1847801,2016
0400000US44,Rhode Island,211672,152827,19050,1058,7620,212,17780,13124,49108,127850,2016
0400000US45,South Carolina,1081707,652269,332084,4327,15144,1082,23798,53004,91945,594939,2016
0400000US46,South Dakota,207951,157835,4575,28281,3327,0,2495,11437,11645,152012,2016
0400000US47,Tennessee,1490554,1070218,292149,4472,25339,1491,34283,64094,128188,985256,2016
0400000US48,Texas,7114351,5157904,860836,35572,277460,7114,469547,313031,3493146,2312164,2016
0400000US49,Utah,901457,763534,11719,9916,14423,9015,52285,41467,154149,673388,2016
0400000US50,Vermont,121070,110900,2179,363,1816,0,605,5085,3027,108721,2016
0400000US51,Virginia,1860496,1172112,379541,3721,111630,1860,57675,135816,234422,1023273,2016
0400000US53,Washington,1600377,1121864,64015,25606,107225,12803,94422,174441,328077,931419,2016
0400000US54,West Virginia,378066,344796,13232,378,2268,0,1512,15501,8317,338369,2016
0400000US55,Wisconsin,1298697,1023373,112987,14286,42857,0,37662,67532,146753,932464,2016
0400000US56,Wyoming,138201,120649,1797,4284,1106,0,3179,7048,19348,107382,2016
0400000US72,Puerto Rico,765241,526486,58924,3061,2296,0,108664,65811,759119,4591,2016
