fips,name,total,non_hispanic,white,black,native,asian,pac,other,two,hispanic,year,state,county
0500000US01001,"Autauga County, Alabama",55380,53815,41315,10524,140,573,5,85,1173,1565,2019,Alabama,Autauga
0500000US01003,"Baldwin County, Alabama",212830,203119,176803,19525,1391,1955,9,344,3092,9711,2019,Alabama,Baldwin
0500000US01005,"Barbour County, Alabama",25361,24256,11618,12031,74,121,1,107,304,1105,2019,Alabama,Barbour
0500000US01007,"Bibb County, Alabama",22493,21914,16763,4981,30,27,0,0,113,579,2019,Alabama,Bibb
0500000US01009,"Blount County, Alabama",57681,52339,50121,881,40,212,25,214,846,5342,2019,Alabama,Blount
0500000US01011,"Bullock County, Alabama",10248,9986,2191,7666,0,50,0,1,78,262,2019,Alabama,Bullock
0500000US01013,"Butler County, Alabama",19828,19551,10232,8928,11,69,0,0,311,277,2019,Alabama,Butler
0500000US01015,"Calhoun County, Alabama",114618,110266,82608,23682,220,1007,14,185,2550,4352,2019,Alabama,Calhoun
0500000US01017,"Chambers County, Alabama",33660,32860,18697,13316,112,376,0,17,342,800,2019,Alabama,Chambers
0500000US01019,"Cherokee County, Alabama",25903,25490,23759,1191,280,64,0,0,196,413,2019,Alabama,Cherokee
0500000US01021,"Chilton County, Alabama",44055,40598,35302,4041,39,195,0,43,978,3457,2019,Alabama,Chilton
0500000US01023,"Choctaw County, Alabama",12925,12872,7287,5500,8,17,0,9,51,53,2019,Alabama,Choctaw
0500000US01025,"Clarke County, Alabama",24128,24049,12720,11044,26,104,0,0,155,79,2019,Alabama,Clarke
0500000US01027,"Clay County, Alabama",13337,12918,10717,2068,0,21,0,18,94,419,2019,Alabama,Clay
0500000US01029,"Cleburne County, Alabama",14916,14549,13826,410,14,3,0,13,283,367,2019,Alabama,Cleburne
0500000US01031,"Coffee County, Alabama",51662,47899,36239,8680,601,745,0,57,1577,3763,2019,Alabama,Coffee
0500000US01033,"Colbert County, Alabama",54771,53214,42830,8809,319,259,51,29,917,1557,2019,Alabama,Colbert
0500000US01035,"Conecuh County, Alabama",12394,12310,6203,5919,25,56,0,2,105,84,2019,Alabama,Conecuh
0500000US01037,"Coosa County, Alabama",10757,10648,6970,3615,8,0,0,55,0,109,2019,Alabama,Coosa
0500000US01039,"Covington County, Alabama",37200,36571,30984,4981,22,142,34,5,403,629,2019,Alabama,Covington
0500000US01041,"Crenshaw County, Alabama",13844,13734,9827,3202,92,175,9,0,429,110,2019,Alabama,Crenshaw
0500000US01043,"Cullman County, Alabama",82853,79242,76129,1034,234,314,0,48,1483,3611,2019,Alabama,Cullman
0500000US01045,"Dale County, Alabama",49277,46067,33787,9749,280,603,4,160,1484,3210,2019,Alabama,Dale
0500000US01047,"Dallas County, Alabama",39149,38730,10694,27572,37,222,5,0,200,419,2019,Alabama,Dallas
0500000US01049,"DeKalb County, Alabama",71310,60934,57359,1021,766,86,150,20,1532,10376,2019,Alabama,DeKalb
0500000US01051,"Elmore County, Alabama",81144,78740,59364,17223,211,439,0,173,1330,2404,2019,Alabama,Elmore
0500000US01053,"Escambia County, Alabama",37057,36192,22321,11850,1476,102,55,41,347,865,2019,Alabama,Escambia
0500000US01055,"Etowah County, Alabama",102748,98766,80001,15861,377,764,24,53,1686,3982,2019,Alabama,Etowah
0500000US01057,"Fayette County, Alabama",16494,16197,13937,1843,0,78,7,0,332,297,2019,Alabama,Fayette
0500000US01059,"Franklin County, Alabama",31466,26066,24181,1349,88,117,0,10,321,5400,2019,Alabama,Franklin
0500000US01061,"Geneva County, Alabama",26417,25366,22151,2487,236,115,12,0,365,1051,2019,Alabama,Geneva
0500000US01063,"Greene County, Alabama",8324,8179,1435,6614,37,0,0,0,93,145,2019,Alabama,Greene
0500000US01065,"Hale County, Alabama",14809,14805,5854,8792,30,33,0,32,64,4,2019,Alabama,Hale
0500000US01067,"Henry County, Alabama",17133,16684,11851,4549,30,68,17,0,169,449,2019,Alabama,Henry
0500000US01069,"Houston County, Alabama",104702,101223,69580,28021,262,909,45,296,2110,3479,2019,Alabama,Houston
0500000US01071,"Jackson County, Alabama",51852,50333,46277,1775,582,232,55,43,1369,1519,2019,Alabama,Jackson
0500000US01073,"Jefferson County, Alabama",659680,634123,329108,282363,1052,10335,201,1316,9748,25557,2019,Alabama,Jefferson
0500000US01075,"Lamar County, Alabama",13885,13656,11940,1479,3,17,0,106,111,229,2019,Alabama,Lamar
0500000US01077,"Lauderdale County, Alabama",92556,90080,78414,9388,363,593,62,104,1156,2476,2019,Alabama,Lauderdale
0500000US01079,"Lawrence County, Alabama",33058,32334,25285,3496,1852,65,27,0,1609,724,2019,Alabama,Lawrence
0500000US01081,"Lee County, Alabama",161152,155227,108684,36623,296,6626,0,273,2725,5925,2019,Alabama,Lee
0500000US01083,"Limestone County, Alabama",94727,89027,72508,12880,648,1301,54,21,1615,5700,2019,Alabama,Limestone
0500000US01085,"Lowndes County, Alabama",10079,10029,2485,7495,13,0,0,0,36,50,2019,Alabama,Lowndes
0500000US01087,"Macon County, Alabama",18708,18556,2966,15442,16,32,0,11,89,152,2019,Alabama,Macon
0500000US01089,"Madison County, Alabama",362276,344348,234316,87115,2044,9492,290,1032,10059,17928,2019,Alabama,Madison
0500000US01091,"Marengo County, Alabama",19321,19125,8672,10348,21,0,0,0,84,196,2019,Alabama,Marengo
0500000US01093,"Marion County, Alabama",29866,29089,27433,1025,141,54,0,0,436,777,2019,Alabama,Marion
0500000US01095,"Marshall County, Alabama",95643,82286,77236,2549,349,573,51,98,1430,13357,2019,Alabama,Marshall
0500000US01097,"Mobile County, Alabama",414114,402096,235599,147186,3140,7837,47,1504,6783,12018,2019,Alabama,Mobile
0500000US01099,"Monroe County, Alabama",21270,21189,11544,9010,372,58,6,0,199,81,2019,Alabama,Monroe
0500000US01101,"Montgomery County, Alabama",226941,218963,76937,131160,323,6362,49,229,3903,7978,2019,Alabama,Montgomery
0500000US01103,"Morgan County, Alabama",119213,109251,90163,15132,565,760,66,72,2493,9962,2019,Alabama,Morgan
0500000US01105,"Perry County, Alabama",9293,9183,2727,6441,3,8,0,4,0,110,2019,Alabama,Perry
0500000US01107,"Pickens County, Alabama",20243,19258,10860,8065,28,12,12,8,273,985,2019,Alabama,Pickens
0500000US01109,"Pike County, Alabama",33333,32583,18672,12194,188,734,3,18,774,750,2019,Alabama,Pike
0500000US01111,"Randolph County, Alabama",22647,21979,17052,4455,38,47,0,11,376,668,2019,Alabama,Randolph
0500000US01113,"Russell County, Alabama",57952,54770,26696,25158,153,506,23,385,1849,3182,2019,Alabama,Russell
0500000US01115,"St. Clair County, Alabama",87989,85856,75556,8418,304,703,11,22,842,2133,2019,Alabama,St. Clair
0500000US01117,"Shelby County, Alabama",213432,201224,166190,25665,559,4399,51,487,3873,12208,2019,Alabama,Shelby
0500000US01119,"Sumter County, Alabama",12797,12729,3175,9203,9,274,0,42,26,68,2019,Alabama,Sumter
0500000US01121,"Talladega County, Alabama",80387,78545,50344,26022,342,494,23,78,1242,1842,2019,Alabama,Talladega
0500000US01123,"Tallapoosa County, Alabama",40541,39560,27922,10934,90,145,0,11,458,981,2019,Alabama,Tallapoosa
0500000US01125,"Tuscaloosa County, Alabama",207305,199603,127593,66113,332,3335,93,72,2065,7702,2019,Alabama,Tuscaloosa
0500000US01127,"Walker County, Alabama",64110,62515,57024,3953,98,313,0,104,1023,1595,2019,Alabama,Walker
0500000US01129,"Washington County, Alabama",16541,16300,10743,3894,1209,42,0,15,397,241,2019,Alabama,Washington
0500000US01131,"Wilcox County, Alabama",10681,10624,2867,7410,10,3,0,0,334,57,2019,Alabama,Wilcox
0500000US01133,"Winston County, Alabama",23784,23034,22285,174,81,37,12,0,445,750,2019,Alabama,Winston
0500000US02013,"Aleutians East Borough, Alaska",3385,3080,447,109,1553,666,34,0,271,305,2019,Alaska,Aleutians East Borough
0500000US02016,"Aleutians West Census Area, Alaska",5698,4897,1358,191,597,2258,151,4,338,801,2019,Alaska,Aleutians West Census Area
0500000US02020,"Anchorage Municipality, Alaska",293531,266604,169960,15486,21640,27683,7088,875,23872,26927,2019,Alaska,Anchorage Municipality
0500000US02050,"Bethel Census Area, Alaska",18134,17663,1764,134,14960,195,39,0,571,471,2019,Alaska,Bethel Census Area
0500000US02060,"Bristol Bay Borough, Alaska",875,843,445,5,299,2,2,0,90,32,2019,Alaska,Bristol Bay Borough
0500000US02068,"Denali Borough, Alaska",2246,2239,1892,26,49,58,0,5,209,7,2019,Alaska,Denali Borough
0500000US02070,"Dillingham Census Area, Alaska",4961,4777,764,79,3518,67,3,0,346,184,2019,Alaska,Dillingham Census Area
0500000US02090,"Fairbanks North Star Borough, Alaska",99072,91100,69282,4236,7204,3064,506,134,6674,7972,2019,Alaska,Fairbanks North Star Borough
0500000US02100,"Haines Borough, Alaska",2518,2405,1952,0,219,33,4,0,197,113,2019,Alaska,Haines Borough
0500000US02105,"Hoonah-Angoon Census Area, Alaska",2139,1993,937,65,769,34,0,0,188,146,2019,Alaska,Hoonah-Angoon Census Area
0500000US02110,"Juneau City and Borough, Alaska",32227,30041,20844,316,3305,2079,320,15,3162,2186,2019,Alaska,Juneau City and Borough
0500000US02122,"Kenai Peninsula Borough, Alaska",58464,56036,46726,313,4514,917,195,352,3019,2428,2019,Alaska,Kenai Peninsula Borough
0500000US02130,"Ketchikan Gateway Borough, Alaska",13800,13073,8827,104,1853,1101,27,56,1105,727,2019,Alaska,Ketchikan Gateway Borough
0500000US02150,"Kodiak Island Borough, Alaska",13451,12253,6595,28,1610,3052,45,59,864,1198,2019,Alaska,Kodiak Island Borough
0500000US02158,"Kusilvak Census Area, Alaska",8250,8157,295,8,7582,11,5,3,253,93,2019,Alaska,Kusilvak Census Area
0500000US02164,"Lake and Peninsula Borough, Alaska",1393,1391,292,16,972,23,5,1,82,2,2019,Alaska,Lake and Peninsula Borough
0500000US02170,"Matanuska-Susitna Borough, Alaska",105369,100171,83473,1207,6366,1446,237,106,7336,5198,2019,Alaska,Matanuska-Susitna Borough
0500000US02180,"Nome Census Area, Alaska",9988,9714,1464,83,7426,153,14,0,574,274,2019,Alaska,Nome Census Area
0500000US02185,"North Slope Borough, Alaska",9792,9593,3027,141,4977,527,182,0,739,199,2019,Alaska,North Slope Borough
0500000US02188,"Northwest Arctic Borough, Alaska",7715,7603,831,83,6332,77,8,0,272,112,2019,Alaska,Northwest Arctic Borough
0500000US02195,"Petersburg Borough, Alaska",3257,2876,2133,33,238,149,19,6,298,381,2019,Alaska,Petersburg Borough
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",6407,6160,2900,29,2466,91,40,7,627,247,2019,Alaska,Prince of Wales-Hyder Census Area
0500000US02220,"Sitka City and Borough, Alaska",8640,8056,5320,61,1063,575,8,20,1009,584,2019,Alaska,Sitka City and Borough
0500000US02230,"Skagway Municipality, Alaska",1107,1044,909,37,56,9,0,3,30,63,2019,Alaska,Skagway Municipality
0500000US02240,"Southeast Fairbanks Census Area, Alaska",6878,6461,5066,22,954,183,4,0,232,417,2019,Alaska,Southeast Fairbanks Census Area
0500000US02261,"Valdez-Cordova Census Area, Alaska",9243,8759,6406,35,1284,376,58,33,567,484,2019,Alaska,Valdez-Cordova Census Area
0500000US02275,"Wrangell City and Borough, Alaska",2502,2376,1548,1,555,18,9,0,245,126,2019,Alaska,Wrangell City and Borough
0500000US02282,"Yakutat City and Borough, Alaska",649,599,281,5,234,32,8,0,39,50,2019,Alaska,Yakutat City and Borough
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",5377,5234,1159,4,3676,38,2,0,355,143,2019,Alaska,Yukon-Koyukuk Census Area
0500000US04001,"Apache County, Arizona",71511,66980,13022,373,52285,246,16,57,981,4531,2019,Arizona,Apache
0500000US04003,"Cochise County, Arizona",125867,81241,69216,4620,1142,2431,419,280,3133,44626,2019,Arizona,Cochise
0500000US04005,"Coconino County, Arizona",141274,121343,76361,1576,36395,2638,235,176,3962,19931,2019,Arizona,Coconino
0500000US04007,"Gila County, Arizona",53546,43508,33334,348,8607,421,0,0,798,10038,2019,Arizona,Gila
0500000US04009,"Graham County, Arizona",37996,25453,19324,693,4759,240,46,0,391,12543,2019,Arizona,Graham
0500000US04011,"Greenlee County, Arizona",9522,5066,4439,195,341,52,0,0,39,4456,2019,Arizona,Greenlee
0500000US04012,"La Paz County, Arizona",20793,15058,11935,183,2391,151,10,0,388,5735,2019,Arizona,La Paz
0500000US04013,"Maricopa County, Arizona",4328810,2987250,2391279,230036,70012,177034,8690,7440,102759,1341560,2019,Arizona,Maricopa
0500000US04015,"Mohave County, Arizona",207695,173535,160529,2069,4147,2228,415,144,4003,34160,2019,Arizona,Mohave
0500000US04017,"Navajo County, Arizona",109270,96791,45109,808,47561,643,141,233,2296,12479,2019,Arizona,Navajo
0500000US04019,"Pima County, Arizona",1027207,644622,531408,33479,25212,28691,1413,1248,23171,382585,2019,Arizona,Pima
0500000US04021,"Pinal County, Arizona",432793,302282,245773,17675,18616,6826,1243,799,11350,130511,2019,Arizona,Pinal
0500000US04023,"Santa Cruz County, Arizona",46480,7687,6904,110,104,387,0,16,166,38793,2019,Arizona,Santa Cruz
0500000US04025,"Yavapai County, Arizona",228067,194901,183497,1424,2891,2107,132,160,4690,33166,2019,Arizona,Yavapai
0500000US04027,"Yuma County, Arizona",209468,75919,64877,3518,1933,2502,118,69,2902,133549,2019,Arizona,Yuma
0500000US05001,"Arkansas County, Arkansas",17914,17342,12497,4636,30,8,0,0,171,572,2019,Arkansas,Arkansas
0500000US05003,"Ashley County, Arkansas",20270,19169,13831,5123,45,39,0,4,127,1101,2019,Arkansas,Ashley
0500000US05005,"Baxter County, Arkansas",41427,40440,39235,67,175,180,18,84,681,987,2019,Arkansas,Baxter
0500000US05007,"Benton County, Arkansas",265759,221598,194883,4385,3360,10194,1620,380,6776,44161,2019,Arkansas,Benton
0500000US05009,"Boone County, Arkansas",37331,36400,35043,125,212,139,32,1,848,931,2019,Arkansas,Boone
0500000US05011,"Bradley County, Arkansas",10874,9201,6035,3132,0,7,0,21,6,1673,2019,Arkansas,Bradley
0500000US05013,"Calhoun County, Arkansas",5192,4985,3762,1115,9,0,16,8,75,207,2019,Arkansas,Calhoun
0500000US05015,"Carroll County, Arkansas",27965,23782,22266,140,206,387,257,0,526,4183,2019,Arkansas,Carroll
0500000US05017,"Chicot County, Arkansas",10615,10031,4111,5719,15,62,0,0,124,584,2019,Arkansas,Chicot
0500000US05019,"Clark County, Arkansas",22386,21327,15377,5426,80,156,7,1,280,1059,2019,Arkansas,Clark
0500000US05021,"Clay County, Arkansas",14889,14582,14195,100,44,4,0,0,239,307,2019,Arkansas,Clay
0500000US05023,"Cleburne County, Arkansas",25100,24491,23763,98,294,167,0,0,169,609,2019,Arkansas,Cleburne
0500000US05025,"Cleveland County, Arkansas",8128,8027,6874,1040,14,0,0,0,99,101,2019,Arkansas,Cleveland
0500000US05027,"Columbia County, Arkansas",23776,23131,14093,8540,44,254,0,15,185,645,2019,Arkansas,Columbia
0500000US05029,"Conway County, Arkansas",20858,20040,17017,2140,53,62,0,2,766,818,2019,Arkansas,Conway
0500000US05031,"Craighead County, Arkansas",107345,101924,81616,15565,206,1510,7,405,2615,5421,2019,Arkansas,Craighead
0500000US05033,"Crawford County, Arkansas",62739,57887,52869,873,1125,1159,15,40,1806,4852,2019,Arkansas,Crawford
0500000US05035,"Crittenden County, Arkansas",48672,47426,20435,23276,129,337,21,31,3197,1246,2019,Arkansas,Crittenden
0500000US05037,"Cross County, Arkansas",16824,16657,12223,3141,35,5,0,7,1246,167,2019,Arkansas,Cross
0500000US05039,"Dallas County, Arkansas",7279,7181,3867,3146,41,4,18,0,105,98,2019,Arkansas,Dallas
0500000US05041,"Desha County, Arkansas",11709,10991,5296,5456,24,51,0,3,161,718,2019,Arkansas,Desha
0500000US05043,"Drew County, Arkansas",18417,17785,12206,5269,0,60,0,0,250,632,2019,Arkansas,Drew
0500000US05045,"Faulkner County, Arkansas",123624,118564,98945,14018,475,1641,154,406,2925,5060,2019,Arkansas,Faulkner
0500000US05047,"Franklin County, Arkansas",17738,17202,16327,169,202,146,33,0,325,536,2019,Arkansas,Franklin
0500000US05049,"Fulton County, Arkansas",12231,12035,11608,58,40,8,9,0,312,196,2019,Arkansas,Fulton
0500000US05051,"Garland County, Arkansas",98555,93002,80875,8055,835,588,0,271,2378,5553,2019,Arkansas,Garland
0500000US05053,"Grant County, Arkansas",18126,17628,16779,465,28,7,13,0,336,498,2019,Arkansas,Grant
0500000US05055,"Greene County, Arkansas",44937,43656,41791,861,121,164,15,52,652,1281,2019,Arkansas,Greene
0500000US05057,"Hempstead County, Arkansas",21842,19042,11927,6548,69,26,73,0,399,2800,2019,Arkansas,Hempstead
0500000US05059,"Hot Spring County, Arkansas",33597,32421,27729,3816,152,133,8,0,583,1176,2019,Arkansas,Hot Spring
0500000US05061,"Howard County, Arkansas",13311,11642,8538,2779,31,36,12,9,237,1669,2019,Arkansas,Howard
0500000US05063,"Independence County, Arkansas",37427,35064,33201,678,70,264,8,0,843,2363,2019,Arkansas,Independence
0500000US05065,"Izard County, Arkansas",13570,13256,12611,248,130,0,0,15,252,314,2019,Arkansas,Izard
0500000US05067,"Jackson County, Arkansas",17027,16535,13082,2078,26,8,6,17,1318,492,2019,Arkansas,Jackson
0500000US05069,"Jefferson County, Arkansas",69282,67827,26940,39135,196,660,89,78,729,1455,2019,Arkansas,Jefferson
0500000US05071,"Johnson County, Arkansas",26372,22701,20881,411,63,543,20,125,658,3671,2019,Arkansas,Johnson
0500000US05073,"Lafayette County, Arkansas",6800,6618,3984,2432,28,27,0,37,110,182,2019,Arkansas,Lafayette
0500000US05075,"Lawrence County, Arkansas",16549,16293,15765,186,44,25,2,0,271,256,2019,Arkansas,Lawrence
0500000US05077,"Lee County, Arkansas",9194,8964,3773,5087,22,15,0,0,67,230,2019,Arkansas,Lee
0500000US05079,"Lincoln County, Arkansas",13455,12926,8638,4106,63,0,0,10,109,529,2019,Arkansas,Lincoln
0500000US05081,"Little River County, Arkansas",12347,12158,9000,2710,129,42,0,0,277,189,2019,Arkansas,Little River
0500000US05083,"Logan County, Arkansas",21668,21023,19596,298,183,474,0,8,464,645,2019,Arkansas,Logan
0500000US05085,"Lonoke County, Arkansas",72528,69287,62375,4089,475,568,193,72,1515,3241,2019,Arkansas,Lonoke
0500000US05087,"Madison County, Arkansas",16211,15283,14482,16,165,195,95,18,312,928,2019,Arkansas,Madison
0500000US05089,"Marion County, Arkansas",16476,16097,15504,80,107,147,0,0,259,379,2019,Arkansas,Marion
0500000US05091,"Miller County, Arkansas",43572,42122,29835,10738,301,173,17,197,861,1450,2019,Arkansas,Miller
0500000US05093,"Mississippi County, Arkansas",42126,40386,24550,14212,24,238,33,19,1310,1740,2019,Arkansas,Mississippi
0500000US05095,"Monroe County, Arkansas",7050,7005,3818,3030,21,30,0,0,106,45,2019,Arkansas,Monroe
0500000US05097,"Montgomery County, Arkansas",8950,8562,8138,26,132,36,0,0,230,388,2019,Arkansas,Montgomery
0500000US05099,"Nevada County, Arkansas",8351,8349,5245,2884,13,3,2,0,202,2,2019,Arkansas,Nevada
0500000US05101,"Newton County, Arkansas",7812,7779,7335,2,196,51,60,0,135,33,2019,Arkansas,Newton
0500000US05103,"Ouachita County, Arkansas",23830,23272,13137,9866,19,18,0,0,232,558,2019,Arkansas,Ouachita
0500000US05105,"Perry County, Arkansas",10355,10052,9885,56,5,0,0,4,102,303,2019,Arkansas,Perry
0500000US05107,"Phillips County, Arkansas",18606,18256,6420,11750,1,0,0,4,81,350,2019,Arkansas,Phillips
0500000US05109,"Pike County, Arkansas",10756,10056,9398,439,56,46,0,0,117,700,2019,Arkansas,Pike
0500000US05111,"Poinsett County, Arkansas",23896,23169,20744,1093,22,12,0,9,1289,727,2019,Arkansas,Poinsett
0500000US05113,"Polk County, Arkansas",20094,18770,17603,95,272,57,0,73,670,1324,2019,Arkansas,Polk
0500000US05115,"Pope County, Arkansas",63761,58010,53564,1866,386,658,0,21,1515,5751,2019,Arkansas,Pope
0500000US05117,"Prairie County, Arkansas",8189,8047,6932,1017,36,17,0,0,45,142,2019,Arkansas,Prairie
0500000US05119,"Pulaski County, Arkansas",392967,368796,205386,144099,931,8650,132,935,8663,24171,2019,Arkansas,Pulaski
0500000US05121,"Randolph County, Arkansas",17695,17328,16616,192,113,21,57,0,329,367,2019,Arkansas,Randolph
0500000US05123,"St. Francis County, Arkansas",25900,24557,10353,13764,74,160,37,0,169,1343,2019,Arkansas,St. Francis
0500000US05125,"Saline County, Arkansas",119415,113727,101010,8470,378,1512,143,110,2104,5688,2019,Arkansas,Saline
0500000US05127,"Scott County, Arkansas",10376,9577,8752,25,197,75,0,0,528,799,2019,Arkansas,Scott
0500000US05129,"Searcy County, Arkansas",7908,7717,7365,48,139,55,0,0,110,191,2019,Arkansas,Searcy
0500000US05131,"Sebastian County, Arkansas",127591,109447,88754,8555,1316,5719,16,170,4917,18144,2019,Arkansas,Sebastian
0500000US05133,"Sevier County, Arkansas",17081,11370,9784,819,347,76,81,9,254,5711,2019,Arkansas,Sevier
0500000US05135,"Sharp County, Arkansas",17139,16748,16014,123,57,14,0,0,540,391,2019,Arkansas,Sharp
0500000US05137,"Stone County, Arkansas",12475,12232,11808,11,58,63,0,0,292,243,2019,Arkansas,Stone
0500000US05139,"Union County, Arkansas",39449,37872,23875,12883,290,258,0,131,435,1577,2019,Arkansas,Union
0500000US05141,"Van Buren County, Arkansas",16642,16122,15556,78,101,37,21,0,329,520,2019,Arkansas,Van Buren
0500000US05143,"Washington County, Arkansas",232289,193310,164678,8306,1823,5592,5274,1026,6611,38979,2019,Arkansas,Washington
0500000US05145,"White County, Arkansas",78762,75340,69364,3333,456,583,0,30,1574,3422,2019,Arkansas,White
0500000US05147,"Woodruff County, Arkansas",6533,6503,4533,1839,0,59,0,0,72,30,2019,Arkansas,Woodruff
0500000US05149,"Yell County, Arkansas",21464,17138,16156,445,93,212,0,0,232,4326,2019,Arkansas,Yell
0500000US06001,"Alameda County, California",1656754,1285735,520447,171168,5210,496006,13277,5407,74220,371019,2019,California,Alameda
0500000US06003,"Alpine County, California",1039,909,551,9,314,10,0,0,25,130,2019,California,Alpine
0500000US06005,"Amador County, California",38429,33089,30035,848,249,477,52,10,1418,5340,2019,California,Amador
0500000US06007,"Butte County, California",225817,188901,162537,3342,1699,10057,476,321,10469,36916,2019,California,Butte
0500000US06009,"Calaveras County, California",45514,40025,36837,315,184,684,19,55,1931,5489,2019,California,Calaveras
0500000US06011,"Colusa County, California",21454,8716,7576,256,143,273,38,36,394,12738,2019,California,Colusa
0500000US06013,"Contra Costa County, California",1142251,849953,500592,95892,2278,188237,5297,3657,54000,292298,2019,California,Contra Costa
0500000US06015,"Del Norte County, California",27495,22066,17028,899,1943,862,44,176,1114,5429,2019,California,Del Norte
0500000US06017,"El Dorado County, California",188563,164364,146747,1426,1031,8487,472,295,5906,24199,2019,California,El Dorado
0500000US06019,"Fresno County, California",984521,462157,289650,44209,4651,99480,1207,1732,21228,522364,2019,California,Fresno
0500000US06021,"Glenn County, California",27976,16296,14398,193,391,825,11,0,478,11680,2019,California,Glenn
0500000US06023,"Humboldt County, California",135940,120218,101078,1336,6264,4073,432,177,6858,15722,2019,California,Humboldt
0500000US06025,"Imperial County, California",180701,28529,19228,3882,1104,2367,240,114,1594,152172,2019,California,Imperial
0500000US06027,"Inyo County, California",17977,13957,11173,141,1828,325,34,35,421,4020,2019,California,Inyo
0500000US06029,"Kern County, California",887641,414267,303225,45761,4303,40730,1115,873,18260,473374,2019,California,Kern
0500000US06031,"Kings County, California",150691,68575,48537,8779,1282,5565,241,239,3932,82116,2019,California,Kings
0500000US06033,"Lake County, California",64195,50971,45258,1331,1926,684,42,111,1619,13224,2019,California,Lake
0500000US06035,"Lassen County, California",30818,24974,20164,2612,844,427,247,45,635,5844,2019,California,Lassen
0500000US06037,"Los Angeles County, California",10081570,5193136,2641770,790252,20831,1454769,24597,32413,228504,4888434,2019,California,Los Angeles
0500000US06039,"Madera County, California",155433,65635,53053,4770,1546,3020,141,250,2855,89798,2019,California,Madera
0500000US06041,"Marin County, California",259943,218416,184960,5527,438,15110,249,2345,9787,41527,2019,California,Marin
0500000US06043,"Mariposa County, California",17420,15457,13935,253,325,210,53,12,669,1963,2019,California,Mariposa
0500000US06045,"Mendocino County, California",87224,65326,56857,626,2938,1773,165,51,2916,21898,2019,California,Mendocino
0500000US06047,"Merced County, California",271382,109568,75037,7812,931,19650,607,226,5305,161814,2019,California,Merced
0500000US06049,"Modoc County, California",8907,7616,6920,136,372,99,9,3,77,1291,2019,California,Modoc
0500000US06051,"Mono County, California",14310,10445,9308,59,242,363,0,96,377,3865,2019,California,Mono
0500000US06053,"Monterey County, California",433410,179116,129738,10737,819,23348,1982,561,11931,254294,2019,California,Monterey
0500000US06055,"Napa County, California",139623,92079,73210,2780,407,11196,284,526,3676,47544,2019,California,Napa
0500000US06057,"Nevada County, California",99244,89871,84513,478,413,1043,124,98,3202,9373,2019,California,Nevada
0500000US06059,"Orange County, California",3168044,2089318,1285855,51269,6116,642948,8928,6032,88170,1078726,2019,California,Orange
0500000US06061,"Placer County, California",385512,331543,280105,6361,1373,28573,566,391,14174,53969,2019,California,Placer
0500000US06063,"Plumas County, California",18660,16990,15514,141,268,212,86,94,675,1670,2019,California,Plumas
0500000US06065,"Riverside County, California",2411439,1231961,851702,147160,10362,152347,6471,5936,57983,1179478,2019,California,Riverside
0500000US06067,"Sacramento County, California",1524553,1171235,681829,144695,5554,235434,17026,5074,81623,353318,2019,California,Sacramento
0500000US06069,"San Benito County, California",60376,24295,20703,454,186,1754,36,101,1061,36081,2019,California,San Benito
0500000US06071,"San Bernardino County, California",2149031,1003157,613066,169340,7783,150165,6160,3624,53019,1145874,2019,California,San Bernardino
0500000US06073,"San Diego County, California",3316073,2198556,1510756,156084,12474,385657,12747,6560,114278,1117517,2019,California,San Diego
0500000US06075,"San Francisco County, California",874961,741647,354423,43782,1634,298108,2934,3626,37140,133314,2019,California,San Francisco
0500000US06077,"San Joaquin County, California",742603,435140,236509,50030,1697,112885,4055,956,29008,307463,2019,California,San Joaquin
0500000US06079,"San Luis Obispo County, California",282165,218631,194375,4909,1510,9969,265,400,7203,63534,2019,California,San Luis Obispo
0500000US06081,"San Mateo County, California",767423,580175,301123,16718,1158,217287,10092,3012,30785,187248,2019,California,San Mateo
0500000US06083,"Santa Barbara County, California",444829,242992,197993,8409,1601,23882,387,603,10117,201837,2019,California,Santa Barbara
0500000US06085,"Santa Clara County, California",1927470,1436492,607903,45259,3366,699290,6229,5505,68940,490978,2019,California,Santa Clara
0500000US06087,"Santa Cruz County, California",273962,181982,156897,2491,401,12504,198,601,8890,91980,2019,California,Santa Cruz
0500000US06089,"Shasta County, California",179212,161237,143013,2030,3912,5745,244,178,6115,17975,2019,California,Shasta
0500000US06091,"Sierra County, California",3040,2716,2662,2,29,0,0,0,23,324,2019,California,Sierra
0500000US06093,"Siskiyou County, California",43468,38001,33081,684,1389,696,124,51,1976,5467,2019,California,Siskiyou
0500000US06095,"Solano County, California",441829,324960,168060,59652,1254,66247,3911,1635,24201,116869,2019,California,Solano
0500000US06097,"Sonoma County, California",499772,366203,316022,7399,2343,20082,1483,2239,16635,133569,2019,California,Sonoma
0500000US06099,"Stanislaus County, California",543194,291935,227369,15311,2481,29284,3625,747,13118,251259,2019,California,Stanislaus
0500000US06101,"Sutter County, California",96109,66361,44412,1684,625,14914,376,148,4202,29748,2019,California,Sutter
0500000US06103,"Tehama County, California",63912,47954,43679,472,890,967,15,11,1920,15958,2019,California,Tehama
0500000US06105,"Trinity County, California",12700,11773,10427,127,698,210,28,51,232,927,2019,California,Trinity
