fips,name,total,non_hispanic,white,black,native,asian,pac,other,two,hispanic,year,state,county
0500000US05075,"Lawrence County, Arkansas",17227,17048,16623,132,51,0,0,1,241,179,2013,Arkansas,Lawrence
0500000US05077,"Lee County, Arkansas",10267,10063,4244,5795,22,0,0,0,2,204,2013,Arkansas,Lee
0500000US05079,"Lincoln County, Arkansas",14148,13667,9249,4115,67,0,0,0,236,481,2013,Arkansas,Lincoln
0500000US05081,"Little River County, Arkansas",12992,12622,9624,2588,139,0,0,3,268,370,2013,Arkansas,Little River
0500000US05083,"Logan County, Arkansas",22221,21683,20436,393,224,409,0,0,221,538,2013,Arkansas,Logan
0500000US05085,"Lonoke County, Arkansas",69266,66823,60671,4308,381,474,0,87,902,2443,2013,Arkansas,Lonoke
0500000US05087,"Madison County, Arkansas",15671,14888,14354,24,86,89,0,0,335,783,2013,Arkansas,Madison
0500000US05089,"Marion County, Arkansas",16605,16280,15798,34,86,77,0,50,235,325,2013,Arkansas,Marion
0500000US05091,"Miller County, Arkansas",43515,42347,30659,10385,148,272,0,24,859,1168,2013,Arkansas,Miller
0500000US05093,"Mississippi County, Arkansas",45912,44210,27673,15616,52,160,9,0,700,1702,2013,Arkansas,Mississippi
0500000US05095,"Monroe County, Arkansas",8002,7849,4459,3299,17,15,0,0,59,153,2013,Arkansas,Monroe
0500000US05097,"Montgomery County, Arkansas",9387,9033,8690,47,104,4,0,0,188,354,2013,Arkansas,Montgomery
0500000US05099,"Nevada County, Arkansas",8948,8700,5780,2745,26,80,0,0,69,248,2013,Arkansas,Nevada
0500000US05101,"Newton County, Arkansas",8211,8179,7776,23,53,7,0,0,320,32,2013,Arkansas,Newton
0500000US05103,"Ouachita County, Arkansas",25651,25214,14398,10327,54,26,0,0,409,437,2013,Arkansas,Ouachita
0500000US05105,"Perry County, Arkansas",10381,10117,9676,290,0,9,0,0,142,264,2013,Arkansas,Perry
0500000US05107,"Phillips County, Arkansas",21253,20952,7424,13270,15,21,0,6,216,301,2013,Arkansas,Phillips
0500000US05109,"Pike County, Arkansas",11250,10512,9881,353,70,37,0,14,157,738,2013,Arkansas,Pike
0500000US05111,"Poinsett County, Arkansas",24403,23815,21617,1847,43,7,0,0,301,588,2013,Arkansas,Poinsett
0500000US05113,"Polk County, Arkansas",20540,19317,18382,22,368,41,0,2,502,1223,2013,Arkansas,Polk
0500000US05115,"Pope County, Arkansas",62248,57751,53763,1847,270,420,0,0,1451,4497,2013,Arkansas,Pope
0500000US05117,"Prairie County, Arkansas",8573,8493,7323,1085,0,18,0,0,67,80,2013,Arkansas,Prairie
0500000US05119,"Pulaski County, Arkansas",386106,363826,212303,135353,1186,7600,141,637,6606,22280,2013,Arkansas,Pulaski
0500000US05121,"Randolph County, Arkansas",17896,17595,17117,80,30,48,1,0,319,301,2013,Arkansas,Randolph
0500000US05123,"St. Francis County, Arkansas",27914,26735,11696,14384,52,69,14,0,520,1179,2013,Arkansas,St. Francis
0500000US05125,"Saline County, Arkansas",109844,105545,96925,5519,429,846,10,100,1716,4299,2013,Arkansas,Saline
0500000US05127,"Scott County, Arkansas",11111,10316,9430,16,84,388,0,9,389,795,2013,Arkansas,Scott
0500000US05129,"Searcy County, Arkansas",8101,8012,7668,32,51,43,0,0,218,89,2013,Arkansas,Searcy
0500000US05131,"Sebastian County, Arkansas",126536,110583,91557,7153,1238,5416,115,63,5041,15953,2013,Arkansas,Sebastian
0500000US05133,"Sevier County, Arkansas",17137,11745,10331,703,217,84,0,0,410,5392,2013,Arkansas,Sevier
0500000US05135,"Sharp County, Arkansas",17203,16901,16295,57,35,231,12,35,236,302,2013,Arkansas,Sharp
0500000US05137,"Stone County, Arkansas",12517,12337,11989,13,19,83,0,0,233,180,2013,Arkansas,Stone
0500000US05139,"Union County, Arkansas",41307,39854,25495,13575,208,232,0,0,344,1453,2013,Arkansas,Union
0500000US05141,"Van Buren County, Arkansas",17147,16672,16114,139,85,16,0,3,315,475,2013,Arkansas,Van Buren
0500000US05143,"Washington County, Arkansas",207911,175367,152484,6804,2041,4859,4498,731,3950,32544,2013,Arkansas,Washington
0500000US05145,"White County, Arkansas",77767,74756,69445,3295,189,353,0,0,1474,3011,2013,Arkansas,White
0500000US05147,"Woodruff County, Arkansas",7180,7132,4988,1995,12,0,5,2,130,48,2013,Arkansas,Woodruff
0500000US05149,"Yell County, Arkansas",22014,17806,16791,441,93,265,0,21,195,4208,2013,Arkansas,Yell
0500000US06001,"Alameda County, California",1535248,1189401,517764,181315,4484,408556,12230,4399,60653,345847,2013,California,Alameda
0500000US06003,"Alpine County, California",1165,1078,823,7,200,17,27,0,4,87,2013,California,Alpine
0500000US06005,"Amador County, California",37422,32712,29928,893,623,503,79,0,686,4710,2013,California,Amador
0500000US06007,"Butte County, California",220542,188458,164932,2795,1677,9406,333,66,9249,32084,2013,California,Butte
0500000US06009,"Calaveras County, California",45147,40353,37570,378,349,553,9,7,1487,4794,2013,California,Calaveras
0500000US06011,"Colusa County, California",21366,9413,8338,174,181,245,16,0,459,11953,2013,California,Colusa
0500000US06013,"Contra Costa County, California",1065794,804367,503167,93777,2869,154869,4731,3133,41821,261427,2013,California,Contra Costa
0500000US06015,"Del Norte County, California",28357,23140,18205,889,1223,709,100,40,1974,5217,2013,California,Del Norte
0500000US06017,"El Dorado County, California",180982,158948,144293,1480,1281,6358,188,78,5270,22034,2013,California,El Dorado
0500000US06019,"Fresno County, California",939605,462527,302091,45457,4814,88753,1216,1786,18410,477078,2013,California,Fresno
0500000US06021,"Glenn County, California",28054,17328,15447,196,543,703,36,25,378,10726,2013,California,Glenn
0500000US06023,"Humboldt County, California",134613,121029,103483,1552,7260,3070,465,215,4984,13584,2013,California,Humboldt
0500000US06025,"Imperial County, California",175201,33492,23456,4938,1343,2308,99,111,1237,141709,2013,California,Imperial
0500000US06027,"Inyo County, California",18482,14798,12051,170,1913,271,32,90,271,3684,2013,California,Inyo
0500000US06029,"Kern County, California",848204,425809,321424,45164,5536,35050,973,1118,16544,422395,2013,California,Kern
0500000US06031,"Kings County, California",151806,73570,53046,9843,1200,5292,315,404,3470,78236,2013,California,Kings
0500000US06033,"Lake County, California",64260,52937,47227,1480,1855,785,148,146,1296,11323,2013,California,Lake
0500000US06035,"Lassen County, California",34018,27934,22540,2824,1026,453,218,159,714,6084,2013,California,Lassen
0500000US06037,"Los Angeles County, California",9893481,5151989,2721187,803913,17674,1356049,23829,23933,205404,4741492,2013,California,Los Angeles
0500000US06039,"Madera County, California",151435,68979,56775,4641,1687,2942,625,105,2204,82456,2013,California,Madera
0500000US06041,"Marin County, California",254643,215103,185230,6682,489,14253,518,888,7043,39540,2013,California,Marin
0500000US06043,"Mariposa County, California",18061,16344,14939,158,418,195,81,0,553,1717,2013,California,Mariposa
0500000US06045,"Mendocino County, California",87497,67641,59274,591,3015,1521,180,320,2740,19856,2013,California,Mendocino
0500000US06047,"Merced County, California",258707,114849,80708,8873,981,19445,511,303,4028,143858,2013,California,Merced
0500000US06049,"Modoc County, California",9468,8115,7420,125,255,24,0,0,291,1353,2013,California,Modoc
0500000US06051,"Mono County, California",14217,10400,9603,45,195,110,94,0,353,3817,2013,California,Mono
0500000US06053,"Monterey County, California",420569,185450,136539,11222,1227,25117,2019,341,8985,235119,2013,California,Monterey
0500000US06055,"Napa County, California",137837,92895,76851,2771,477,9516,327,144,2809,44942,2013,California,Napa
0500000US06057,"Nevada County, California",98509,89911,84987,329,796,1439,108,70,2182,8598,2013,California,Nevada
0500000US06059,"Orange County, California",3051771,2018892,1327507,45900,6163,555650,9138,5967,68567,1032879,2013,California,Orange
0500000US06061,"Placer County, California",355924,309499,268514,4147,1805,21953,537,691,11852,46425,2013,California,Placer
0500000US06063,"Plumas County, California",19586,17995,16628,238,373,149,259,0,348,1591,2013,California,Plumas
0500000US06065,"Riverside County, California",2228528,1202985,867859,131246,10085,130179,6124,5238,52254,1025543,2013,California,Riverside
0500000US06067,"Sacramento County, California",1435207,1122410,688052,139014,7207,206253,13925,4042,63917,312797,2013,California,Sacramento
0500000US06069,"San Benito County, California",56115,24185,21025,477,188,1060,0,181,1254,31930,2013,California,San Benito
0500000US06071,"San Bernardino County, California",2056915,1030319,667933,170307,7723,129480,6302,4639,43935,1026596,2013,California,San Bernardino
0500000US06073,"San Diego County, California",3138265,2122903,1505595,150348,11081,342729,13343,4894,94913,1015362,2013,California,San Diego
0500000US06075,"San Francisco County, California",817501,693334,341100,45909,1942,270621,3362,3747,26653,124167,2013,California,San Francisco
0500000US06077,"San Joaquin County, California",693177,420648,245469,46840,2840,97353,3504,968,23674,272529,2013,California,San Joaquin
0500000US06079,"San Luis Obispo County, California",272094,214591,191906,5558,1050,9179,323,438,6137,57503,2013,California,San Luis Obispo
0500000US06081,"San Mateo County, California",729543,544801,305350,18486,998,182829,10374,2550,24214,184742,2013,California,San Mateo
0500000US06083,"Santa Barbara County, California",427288,242437,202598,7118,2101,20577,745,529,8769,184851,2013,California,Santa Barbara
0500000US06085,"Santa Clara County, California",1812208,1326615,628410,43760,4014,585369,5975,3804,55283,485593,2013,California,Santa Clara
0500000US06087,"Santa Cruz County, California",264808,179105,156844,2488,733,10839,334,243,7624,85703,2013,California,Santa Cruz
0500000US06089,"Shasta County, California",177966,162547,145932,1636,3790,4303,342,91,6453,15419,2013,California,Shasta
0500000US06091,"Sierra County, California",3127,2846,2727,18,35,2,14,0,50,281,2013,California,Sierra
0500000US06093,"Siskiyou County, California",44503,39704,35153,564,1178,610,114,0,2085,4799,2013,California,Siskiyou
0500000US06095,"Solano County, California",417258,315176,168938,57321,1494,59677,3546,1261,22939,102082,2013,California,Solano
0500000US06097,"Sonoma County, California",487469,364651,320511,6875,3641,19101,1540,986,11997,122818,2013,California,Sonoma
0500000US06099,"Stanislaus County, California",518321,298054,238928,13305,2633,26349,3423,772,12644,220267,2013,California,Stanislaus
0500000US06101,"Sutter County, California",94787,67249,47206,1637,807,13396,303,79,3821,27538,2013,California,Sutter
0500000US06103,"Tehama County, California",63241,49015,45080,410,1082,726,58,15,1644,14226,2013,California,Tehama
0500000US06105,"Trinity County, California",13638,12681,11337,127,254,161,31,38,733,957,2013,California,Trinity
0500000US06107,"Tulare County, California",446644,173111,142669,5765,3048,14264,412,415,6538,273533,2013,California,Tulare
0500000US06109,"Tuolumne County, California",54728,48746,44507,1122,728,572,105,343,1369,5982,2013,California,Tuolumne
0500000US06111,"Ventura County, California",829017,491244,398921,13336,2072,55723,1142,837,19213,337773,2013,California,Ventura
0500000US06113,"Yolo County, California",202288,140241,99870,4534,1098,25654,1029,540,7516,62047,2013,California,Yolo
0500000US06115,"Yuba County, California",72574,53882,42013,2173,742,5218,242,415,3079,18692,2013,California,Yuba
0500000US08001,"Adams County, Colorado",452030,279558,239023,13247,2100,16152,526,777,7733,172472,2013,Colorado,Adams
0500000US08003,"Alamosa County, Colorado",15933,8668,7827,181,98,169,8,106,279,7265,2013,Colorado,Alamosa
0500000US08005,"Arapahoe County, Colorado",585333,477492,369435,56891,1997,29340,1178,1295,17356,107841,2013,Colorado,Arapahoe
0500000US08007,"Archuleta County, Colorado",12109,9926,9444,15,256,60,4,0,147,2183,2013,Colorado,Archuleta
0500000US08009,"Baca County, Colorado",3761,3413,3278,16,58,12,4,5,40,348,2013,Colorado,Baca
0500000US08011,"Bent County, Colorado",6141,4248,3334,663,168,31,0,11,41,1893,2013,Colorado,Bent
0500000US08013,"Boulder County, Colorado",301072,260588,237899,2219,772,12158,109,515,6916,40484,2013,Colorado,Boulder
0500000US08014,"Broomfield County, Colorado",57171,50396,44904,498,91,3178,9,14,1702,6775,2013,Colorado,Broomfield
0500000US08015,"Chaffee County, Colorado",18063,16294,15548,396,150,78,0,0,122,1769,2013,Colorado,Chaffee
0500000US08017,"Cheyenne County, Colorado",2189,1892,1851,6,1,19,0,0,15,297,2013,Colorado,Cheyenne
0500000US08019,"Clear Creek County, Colorado",9048,8586,8289,44,2,114,0,0,137,462,2013,Colorado,Clear Creek
0500000US08021,"Conejos County, Colorado",8256,3715,3539,6,24,11,0,0,135,4541,2013,Colorado,Conejos
0500000US08023,"Costilla County, Colorado",3552,1238,1115,0,1,20,0,10,92,2314,2013,Colorado,Costilla
0500000US08025,"Crowley County, Colorado",5629,3975,3336,412,86,43,22,0,76,1654,2013,Colorado,Crowley
0500000US08027,"Custer County, Colorado",4245,4071,3982,30,19,9,2,0,29,174,2013,Colorado,Custer
0500000US08029,"Delta County, Colorado",30659,26299,25334,384,86,165,0,58,272,4360,2013,Colorado,Delta
0500000US08031,"Denver County, Colorado",619297,424784,326215,59829,3625,20727,483,1093,12812,194513,2013,Colorado,Denver
0500000US08033,"Dolores County, Colorado",1709,1632,1570,0,16,5,3,0,38,77,2013,Colorado,Dolores
0500000US08035,"Douglas County, Colorado",293014,270263,248624,2673,462,11419,80,176,6829,22751,2013,Colorado,Douglas
0500000US08037,"Eagle County, Colorado",52151,36522,35100,239,157,524,0,40,462,15629,2013,Colorado,Eagle
0500000US08039,"Elbert County, Colorado",23295,21955,20998,56,99,152,2,33,615,1340,2013,Colorado,Elbert
0500000US08041,"El Paso County, Colorado",634423,536851,453927,35201,2797,16178,1739,915,26094,97572,2013,Colorado,El Paso
0500000US08043,"Fremont County, Colorado",46850,40956,35832,2922,774,420,38,187,783,5894,2013,Colorado,Fremont
0500000US08045,"Garfield County, Colorado",56687,40711,39091,248,254,330,114,13,661,15976,2013,Colorado,Garfield
0500000US08047,"Gilpin County, Colorado",5477,5108,4897,26,16,25,0,8,136,369,2013,Colorado,Gilpin
0500000US08049,"Grand County, Colorado",14535,13433,12902,87,13,197,13,113,108,1102,2013,Colorado,Grand
0500000US08051,"Gunnison County, Colorado",15421,14106,13640,70,44,98,0,17,237,1315,2013,Colorado,Gunnison
0500000US08053,"Hinsdale County, Colorado",809,788,778,0,0,0,0,0,10,21,2013,Colorado,Hinsdale
0500000US08055,"Huerfano County, Colorado",6625,4293,3831,92,32,54,0,1,283,2332,2013,Colorado,Huerfano
0500000US08057,"Jackson County, Colorado",1371,1201,1186,1,2,4,0,0,8,170,2013,Colorado,Jackson
0500000US08059,"Jefferson County, Colorado",540669,461745,430100,5168,2606,13461,272,520,9618,78924,2013,Colorado,Jefferson
0500000US08061,"Kiowa County, Colorado",1423,1356,1331,2,3,12,0,0,8,67,2013,Colorado,Kiowa
0500000US08063,"Kit Carson County, Colorado",8189,6640,6270,247,82,31,2,0,8,1549,2013,Colorado,Kit Carson
0500000US08065,"Lake County, Colorado",7332,4851,4530,74,49,62,14,0,122,2481,2013,Colorado,Lake
0500000US08067,"La Plata County, Colorado",52039,45727,41658,192,2763,328,72,17,697,6312,2013,Colorado,La Plata
0500000US08069,"Larimer County, Colorado",305798,273116,257027,2397,1094,5705,231,616,6046,32682,2013,Colorado,Larimer
0500000US08071,"Las Animas County, Colorado",15136,8788,8123,134,148,90,8,9,276,6348,2013,Colorado,Las Animas
0500000US08073,"Lincoln County, Colorado",5442,4752,4018,531,99,9,32,0,63,690,2013,Colorado,Lincoln
0500000US08075,"Logan County, Colorado",22607,19028,18223,294,168,132,7,8,196,3579,2013,Colorado,Logan
0500000US08077,"Mesa County, Colorado",147432,127573,121988,913,517,974,101,258,2822,19859,2013,Colorado,Mesa
0500000US08079,"Mineral County, Colorado",761,739,720,6,6,2,0,0,5,22,2013,Colorado,Mineral
0500000US08081,"Moffat County, Colorado",13447,11533,11065,32,147,116,39,67,67,1914,2013,Colorado,Moffat
0500000US08083,"Montezuma County, Colorado",25512,22566,19041,9,2874,124,0,10,508,2946,2013,Colorado,Montezuma
0500000US08085,"Montrose County, Colorado",41020,32837,31665,161,116,144,45,0,706,8183,2013,Colorado,Montrose
0500000US08087,"Morgan County, Colorado",28308,18621,17338,730,132,60,0,0,361,9687,2013,Colorado,Morgan
0500000US08089,"Otero County, Colorado",18817,11144,10541,98,203,32,133,6,131,7673,2013,Colorado,Otero
0500000US08091,"Ouray County, Colorado",4475,4322,4240,0,16,30,0,0,36,153,2013,Colorado,Ouray
0500000US08093,"Park County, Colorado",16131,15320,14725,5,110,167,74,0,239,811,2013,Colorado,Park
0500000US08095,"Phillips County, Colorado",4383,3296,3196,2,7,15,0,0,76,1087,2013,Colorado,Phillips
0500000US08097,"Pitkin County, Colorado",17173,15579,14944,47,105,277,3,49,154,1594,2013,Colorado,Pitkin
0500000US08099,"Prowers County, Colorado",12473,8024,7730,19,49,49,0,0,177,4449,2013,Colorado,Prowers
0500000US08101,"Pueblo County, Colorado",160048,93292,85809,2777,788,1029,90,387,2412,66756,2013,Colorado,Pueblo
0500000US08103,"Rio Blanco County, Colorado",6770,6038,5767,32,101,30,0,0,108,732,2013,Colorado,Rio Blanco
0500000US08105,"Rio Grande County, Colorado",11913,6759,6438,62,25,24,20,18,172,5154,2013,Colorado,Rio Grande
0500000US08107,"Routt County, Colorado",23409,21852,21234,98,49,314,0,0,157,1557,2013,Colorado,Routt
0500000US08109,"Saguache County, Colorado",6200,3699,3464,18,36,33,0,4,144,2501,2013,Colorado,Saguache
0500000US08111,"San Juan County, Colorado",659,531,499,0,5,9,0,12,6,128,2013,Colorado,San Juan
0500000US08113,"San Miguel County, Colorado",7496,6821,6599,1,14,89,0,0,118,675,2013,Colorado,San Miguel
0500000US08115,"Sedgwick County, Colorado",2376,2017,1891,7,6,15,0,0,98,359,2013,Colorado,Sedgwick
0500000US08117,"Summit County, Colorado",28091,24104,22937,204,60,250,82,296,275,3987,2013,Colorado,Summit
0500000US08119,"Teller County, Colorado",23276,21948,20965,208,71,216,22,58,408,1328,2013,Colorado,Teller
0500000US08121,"Washington County, Colorado",4796,4360,4254,30,10,15,0,0,51,436,2013,Colorado,Washington
0500000US08123,"Weld County, Colorado",258780,185408,174446,2303,1223,3310,124,440,3562,73372,2013,Colorado,Weld
0500000US08125,"Yuma County, Colorado",10093,7972,7830,3,13,26,0,3,97,2121,2013,Colorado,Yuma
0500000US09001,"Fairfield County, Connecticut",926233,765178,606763,95159,954,43498,279,5331,13194,161055,2013,Connecticut,Fairfield
0500000US09003,"Hartford County, Connecticut",895827,754356,584584,110594,1095,39571,327,2609,15576,141471,2013,Connecticut,Hartford
0500000US09005,"Litchfield County, Connecticut",188629,179675,171430,2182,187,3324,0,191,2361,8954,2013,Connecticut,Litchfield
0500000US09007,"Middlesex County, Connecticut",165690,157364,141883,7281,82,4429,54,504,3131,8326,2013,Connecticut,Middlesex
0500000US09009,"New Haven County, Connecticut",862611,728539,575787,102072,982,31297,353,2940,15108,134072,2013,Connecticut,New Haven
0500000US09011,"New London County, Connecticut",274090,249665,212889,14130,1174,11826,98,437,9111,24425,2013,Connecticut,New London
0500000US09013,"Tolland County, Connecticut",152366,145442,132721,4269,82,5353,15,112,2890,6924,2013,Connecticut,Tolland
0500000US09015,"Windham County, Connecticut",118115,106403,100344,2071,229,1294,23,80,2362,11712,2013,Connecticut,Windham
0500000US10001,"Kent County, Delaware",165030,154968,106653,38630,884,3338,185,390,4888,10062,2013,Delaware,Kent
0500000US10003,"New Castle County, Delaware",542784,494483,330987,127190,915,24845,71,942,9533,48301,2013,Delaware,New Castle
0500000US10005,"Sussex County, Delaware",200632,182888,150921,24533,601,1993,12,685,4143,17744,2013,Delaware,Sussex
0500000US11001,"District of Columbia, District of Columbia",619371,559892,217331,305877,1426,21621,233,1283,12121,59479,2013,District of Columbia,District of Columbia
0500000US12001,"Alachua County, Florida",249848,228367,158134,49300,557,13664,178,900,5634,21481,2013,Florida,Alachua
0500000US12003,"Baker County, Florida",27069,26483,22272,3766,50,146,0,0,249,586,2013,Florida,Baker
0500000US12005,"Bay County, Florida",170704,162130,134536,17238,897,3459,118,62,5820,8574,2013,Florida,Bay
0500000US12007,"Bradford County, Florida",27981,26956,20693,5461,70,190,6,0,536,1025,2013,Florida,Bradford
0500000US12009,"Brevard County, Florida",545667,499497,420289,53243,1561,11213,407,944,11840,46170,2013,Florida,Brevard
0500000US12011,"Broward County, Florida",1784889,1323497,757268,468715,2850,58231,898,7291,28244,461392,2013,Florida,Broward
0500000US12013,"Calhoun County, Florida",14700,13915,11395,2088,236,42,0,0,154,785,2013,Florida,Calhoun
0500000US12015,"Charlotte County, Florida",161276,151407,137862,8796,258,1858,9,181,2443,9869,2013,Florida,Charlotte
0500000US12017,"Citrus County, Florida",140214,133504,125248,4037,516,2131,12,107,1453,6710,2013,Florida,Citrus
0500000US12019,"Clay County, Florida",192665,177022,147125,18928,641,5624,121,237,4346,15643,2013,Florida,Clay
0500000US12021,"Collier County, Florida",328209,242809,214311,21205,597,4081,18,365,2232,85400,2013,Florida,Collier
0500000US12023,"Columbia County, Florida",67568,64133,50084,11795,299,502,0,6,1447,3435,2013,Florida,Columbia
0500000US12027,"DeSoto County, Florida",34651,24266,19349,4448,61,193,0,16,199,10385,2013,Florida,DeSoto
0500000US12029,"Dixie County, Florida",16234,15846,13971,1372,46,142,0,0,315,388,2013,Florida,Dixie
0500000US12031,"Duval County, Florida",872598,803952,489958,252045,2262,36305,741,1461,21180,68646,2013,Florida,Duval
0500000US12033,"Escambia County, Florida",300795,285939,198578,65892,1476,8226,518,328,10921,14856,2013,Florida,Escambia
0500000US12035,"Flagler County, Florida",97301,88526,73718,10580,78,2153,87,301,1609,8775,2013,Florida,Flagler
0500000US12037,"Franklin County, Florida",11554,11012,9134,1705,20,60,3,0,90,542,2013,Florida,Franklin
0500000US12039,"Gadsden County, Florida",46860,42212,15598,25791,48,209,10,20,536,4648,2013,Florida,Gadsden
0500000US12041,"Gilchrist County, Florida",16917,16078,14822,946,40,84,0,0,186,839,2013,Florida,Gilchrist
0500000US12043,"Glades County, Florida",13080,10294,8005,1600,563,71,0,27,28,2786,2013,Florida,Glades
0500000US12045,"Gulf County, Florida",15793,15086,11735,2900,111,144,0,15,181,707,2013,Florida,Gulf
0500000US12047,"Hamilton County, Florida",14655,13343,8055,5105,38,21,0,24,100,1312,2013,Florida,Hamilton
0500000US12049,"Hardee County, Florida",27336,15617,13083,1956,30,319,2,0,227,11719,2013,Florida,Hardee
0500000US12051,"Hendry County, Florida",38346,19380,13257,4752,557,314,42,168,290,18966,2013,Florida,Hendry
0500000US12053,"Hernando County, Florida",173119,154703,141128,8587,292,1768,95,311,2522,18416,2013,Florida,Hernando
0500000US12055,"Highlands County, Florida",98275,80894,68881,9024,250,1309,97,140,1193,17381,2013,Florida,Highlands
0500000US12057,"Hillsborough County, Florida",1257913,940234,667570,198292,1835,43339,788,3825,24585,317679,2013,Florida,Hillsborough
0500000US12059,"Holmes County, Florida",19864,19365,17504,1082,50,118,28,0,583,499,2013,Florida,Holmes
0500000US12061,"Indian River County, Florida",139356,123489,107433,12293,264,1626,7,63,1803,15867,2013,Florida,Indian River
0500000US12063,"Jackson County, Florida",49326,47132,32591,12894,189,247,0,134,1077,2194,2013,Florida,Jackson
0500000US12065,"Jefferson County, Florida",14469,13907,8302,5266,33,0,9,167,130,562,2013,Florida,Jefferson
0500000US12067,"Lafayette County, Florida",8745,7715,6366,1298,0,6,0,13,32,1030,2013,Florida,Lafayette
0500000US12069,"Lake County, Florida",300926,262972,220263,28512,1093,5438,197,2625,4844,37954,2013,Florida,Lake
0500000US12071,"Lee County, Florida",633968,515941,446493,50749,1184,9334,31,1316,6834,118027,2013,Florida,Lee
0500000US12073,"Leon County, Florida",278624,262427,163244,84364,849,8403,102,594,4871,16197,2013,Florida,Leon
0500000US12075,"Levy County, Florida",40289,37238,32475,3796,111,217,3,0,636,3051,2013,Florida,Levy
0500000US12077,"Liberty County, Florida",8308,7725,5910,1427,102,59,0,0,227,583,2013,Florida,Liberty
0500000US12079,"Madison County, Florida",19070,18144,10429,7219,35,42,100,0,319,926,2013,Florida,Madison
0500000US12081,"Manatee County, Florida",329487,280099,240702,28588,632,5637,163,417,3960,49388,2013,Florida,Manatee
0500000US12083,"Marion County, Florida",333503,296120,244879,40778,1035,4567,94,337,4430,37383,2013,Florida,Marion
0500000US12085,"Martin County, Florida",147786,129354,117872,7719,244,1416,25,419,1659,18432,2013,Florida,Martin
0500000US12086,"Miami-Dade County, Florida",2549075,895685,396762,436385,2277,38484,619,6135,15023,1653390,2013,Florida,Miami-Dade
0500000US12087,"Monroe County, Florida",74213,58574,52168,4649,131,793,5,71,757,15639,2013,Florida,Monroe
0500000US12089,"Nassau County, Florida",74163,71574,64778,4786,302,646,25,181,856,2589,2013,Florida,Nassau
0500000US12091,"Okaloosa County, Florida",185852,172013,141757,16261,1004,5688,108,440,6755,13839,2013,Florida,Okaloosa
0500000US12093,"Okeechobee County, Florida",39642,30036,25700,3503,211,158,0,21,443,9606,2013,Florida,Okeechobee
0500000US12095,"Orange County, Florida",1175416,850780,529755,231311,1928,57773,1284,6317,22412,324636,2013,Florida,Orange
0500000US12097,"Osceola County, Florida",279837,148771,108863,26100,426,7188,58,1325,4811,131066,2013,Florida,Osceola
0500000US12099,"Palm Beach County, Florida",1339221,1077942,793240,228074,1494,31488,588,4723,18335,261279,2013,Florida,Palm Beach
0500000US12101,"Pasco County, Florida",468194,410980,370861,20043,1319,10185,303,584,7685,57214,2013,Florida,Pasco
0500000US12103,"Pinellas County, Florida",920015,844194,703115,93099,2042,28111,707,1219,15901,75821,2013,Florida,Pinellas
0500000US12105,"Polk County, Florida",610295,499327,389541,87958,1460,9886,215,1198,9069,110968,2013,Florida,Polk
0500000US12107,"Putnam County, Florida",73683,66893,53266,11822,254,447,65,0,1039,6790,2013,Florida,Putnam
0500000US12109,"St. Johns County, Florida",197115,186265,167427,10056,307,4193,298,170,3814,10850,2013,Florida,St. Johns
0500000US12111,"St. Lucie County, Florida",281015,233760,170520,52362,577,4373,53,623,5252,47255,2013,Florida,St. Lucie
0500000US12113,"Santa Rosa County, Florida",155579,148315,130636,8226,861,3016,148,122,5306,7264,2013,Florida,Santa Rosa
0500000US12115,"Sarasota County, Florida",383094,351751,322876,16598,835,5388,78,1167,4809,31343,2013,Florida,Sarasota
0500000US12117,"Seminole County, Florida",427184,351308,280083,45520,705,16516,269,719,7496,75876,2013,Florida,Seminole
0500000US12119,"Sumter County, Florida",98409,92601,81927,8845,227,768,43,75,716,5808,2013,Florida,Sumter
0500000US12121,"Suwannee County, Florida",42865,39085,32606,5155,92,130,0,230,872,3780,2013,Florida,Suwannee
0500000US12123,"Taylor County, Florida",22660,21829,16486,4757,165,57,26,0,338,831,2013,Florida,Taylor
0500000US12125,"Union County, Florida",15307,14530,10866,3128,111,144,3,34,244,777,2013,Florida,Union
0500000US12127,"Volusia County, Florida",496268,439189,371027,50616,1151,7983,221,1324,6867,57079,2013,Florida,Volusia
0500000US12129,"Wakulla County, Florida",30824,29773,24482,4570,131,125,0,0,465,1051,2013,Florida,Wakulla
0500000US12131,"Walton County, Florida",56590,53413,47831,3016,480,611,79,217,1179,3177,2013,Florida,Walton
0500000US12133,"Washington County, Florida",24702,23918,19259,3590,149,60,0,0,860,784,2013,Florida,Washington
0500000US13001,"Appling County, Georgia",18354,16633,12789,3572,21,109,8,57,77,1721,2013,Georgia,Appling
0500000US13003,"Atkinson County, Georgia",8332,6302,4724,1428,13,0,0,0,137,2030,2013,Georgia,Atkinson
0500000US13005,"Bacon County, Georgia",11159,10342,8410,1874,0,36,11,0,11,817,2013,Georgia,Bacon
0500000US13007,"Baker County, Georgia",3410,3399,1334,2060,0,0,0,0,5,11,2013,Georgia,Baker
0500000US13009,"Baldwin County, Georgia",46018,45071,24841,18983,48,732,31,7,429,947,2013,Georgia,Baldwin
0500000US13011,"Banks County, Georgia",18333,17243,16361,516,21,216,0,0,129,1090,2013,Georgia,Banks
0500000US13013,"Barrow County, Georgia",69933,63664,52019,7779,71,2374,0,26,1395,6269,2013,Georgia,Barrow
